account_id,timestamp,amount_inr,channel,counterparty_id,direction,tx_location_lat,tx_location_lon,tx_location_city,tx_location_state,tx_location_country
ACC00040,2026-06-06T22:51:18.558691,4882.12,CARD_ECOM,MER0007,DEBIT,,,,,
ACC00040,2026-07-28T09:35:58.431764,5544.32,WALLET,MER0018,DEBIT,,,,,
ACC00040,2026-06-23T20:46:29.340424,7919.62,CARD_ECOM,MER0037,DEBIT,,,,,
ACC00041,2026-06-16T13:42:49.422615,1119.22,UPI_ECOM,MER0003,DEBIT,,,,,
ACC00041,2026-08-26T14:49:49.504052,8292.94,CARD_ECOM,MER0007,DEBIT,,,,,
ACC00041,2026-08-12T05:28:10.490411,7267.48,UPI_ECOM,MER0016,DEBIT,,,,,
ACC00042,2026-06-10T08:33:19.499483,6982.76,WALLET,MER0015,DEBIT,,,,,
ACC00042,2026-07-19T03:26:34.011140,7241.3,WALLET,MER0037,DEBIT,,,,,
ACC00042,2026-08-15T09:29:05.452041,2210.25,WALLET,MER0019,DEBIT,,,,,
ACC00042,2026-06-04T22:09:17.014520,1286.45,WALLET,MER0035,DEBIT,,,,,
ACC00042,2026-08-17T12:04:57.030631,8132.61,UPI_ECOM,MER0013,DEBIT,,,,,
ACC00042,2026-08-28T01:18:10.672537,7693.23,CARD_POS,MER0034,DEBIT,,,,,
ACC00042,2026-06-09T06:47:03.356720,2144.34,WALLET,MER0018,DEBIT,,,,,
ACC00042,2026-07-14T07:26:20.804524,4310.24,CARD_ECOM,MER0027,DEBIT,,,,,
ACC00042,2026-06-20T22:36:06.836051,7037.47,WALLET,MER0018,DEBIT,,,,,
ACC00042,2026-08-16T16:23:35.218978,4905.72,CARD_POS,MER0014,DEBIT,,,,,
ACC00042,2026-07-20T18:30:17.277269,1540.36,UPI_ECOM,MER0024,DEBIT,,,,,
ACC00043,2026-08-13T01:20:07.887574,8004.52,UPI_ECOM,MER0028,DEBIT,,,,,
ACC00043,2026-08-14T17:14:59.075324,944.48,CARD_POS,MER0005,DEBIT,,,,,
ACC00043,2026-08-03T19:45:36.753644,4719.79,WALLET,MER0011,DEBIT,,,,,
ACC00043,2026-08-27T08:50:42.429650,6646.94,WALLET,MER0035,DEBIT,,,,,
ACC00043,2026-06-19T21:30:55.259337,7709.06,WALLET,MER0033,DEBIT,,,,,
ACC00043,2026-06-27T19:38:10.679417,6949.78,CARD_POS,MER0000,DEBIT,,,,,
ACC00043,2026-06-06T22:18:50.982807,3973.34,CARD_ECOM,MER0012,DEBIT,,,,,
ACC00043,2026-08-10T13:31:43.348594,4517.06,CARD_ECOM,MER0038,DEBIT,,,,,
ACC00043,2026-07-17T08:10:19.026158,439.93,UPI_ECOM,MER0027,DEBIT,,,,,
ACC00043,2026-08-30T03:16:51.947621,5655.53,UPI_ECOM,MER0008,DEBIT,,,,,
ACC00043,2026-08-21T20:48:04.479591,3975.58,CARD_POS,MER0007,DEBIT,,,,,
ACC00043,2026-07-12T00:42:09.556462,5004.58,UPI_ECOM,MER0021,DEBIT,,,,,
ACC00044,2026-08-28T05:04:03.210183,3356.57,UPI_ECOM,MER0030,DEBIT,,,,,
ACC00044,2026-06-25T08:11:39.515712,7002.3,CARD_ECOM,MER0009,DEBIT,,,,,
ACC00044,2026-06-05T01:16:53.246785,2106.26,CARD_POS,MER0014,DEBIT,,,,,
ACC00044,2026-06-19T00:51:39.634300,7068.91,CARD_POS,MER0013,DEBIT,,,,,
ACC00044,2026-06-25T00:54:54.930923,4990.09,WALLET,MER0036,DEBIT,,,,,
ACC00044,2026-07-22T01:03:08.504408,4824.03,WALLET,MER0035,DEBIT,,,,,
ACC00044,2026-07-04T22:11:15.743161,8909.83,CARD_POS,MER0030,DEBIT,,,,,
ACC00045,2026-07-04T21:15:50.469345,2719.34,WALLET,MER0003,DEBIT,,,,,
ACC00045,2026-07-01T17:39:30.801865,5668.74,CARD_POS,MER0011,DEBIT,,,,,
ACC00045,2026-08-25T00:54:27.233566,6383.15,CARD_POS,MER0030,DEBIT,,,,,
ACC00045,2026-07-20T21:19:52.780463,5727.67,CARD_ECOM,MER0011,DEBIT,,,,,
ACC00046,2026-06-19T20:34:32.955331,479.34,CARD_ECOM,MER0017,DEBIT,,,,,
ACC00046,2026-08-20T10:11:32.604354,3531.48,WALLET,MER0030,DEBIT,,,,,
ACC00046,2026-06-21T15:20:45.645923,5670.34,CARD_ECOM,MER0020,DEBIT,,,,,
ACC00046,2026-06-29T01:52:42.016555,655.97,WALLET,MER0022,DEBIT,,,,,
ACC00046,2026-07-03T16:00:13.493822,4226.19,CARD_ECOM,MER0021,DEBIT,,,,,
ACC00046,2026-07-12T04:45:15.043765,7844.48,CARD_POS,MER0032,DEBIT,,,,,
ACC00047,2026-06-29T06:35:38.886615,4516.16,UPI_ECOM,MER0006,DEBIT,,,,,
ACC00047,2026-08-13T21:57:51.542358,5492.38,WALLET,MER0033,DEBIT,,,,,
ACC00047,2026-06-02T08:28:21.915312,7240.18,UPI_ECOM,MER0001,DEBIT,,,,,
ACC00047,2026-06-20T03:27:03.677992,4429.66,UPI_ECOM,MER0008,DEBIT,,,,,
ACC00047,2026-07-06T22:00:39.237091,7148.7,CARD_ECOM,MER0001,DEBIT,,,,,
ACC00047,2026-08-01T13:47:29.106274,824.95,CARD_POS,MER0030,DEBIT,,,,,
ACC00047,2026-07-18T21:18:53.490862,1831.44,CARD_ECOM,MER0007,DEBIT,,,,,
ACC00047,2026-07-04T14:28:48.051188,8751.73,CARD_POS,MER0030,DEBIT,,,,,
ACC00048,2026-08-16T16:00:35.445485,5366.04,CARD_POS,MER0002,DEBIT,,,,,
ACC00048,2026-06-11T18:25:04.803708,1042.53,CARD_ECOM,MER0003,DEBIT,,,,,
ACC00048,2026-06-17T15:47:41.746355,4114.43,WALLET,MER0014,DEBIT,,,,,
ACC00049,2026-07-15T23:44:50.318737,1032.18,WALLET,MER0014,DEBIT,,,,,
ACC00049,2026-07-25T21:06:56.211954,4401.48,UPI_ECOM,MER0007,DEBIT,,,,,
ACC00049,2026-08-24T18:14:42.564809,6610.47,UPI_ECOM,MER0017,DEBIT,,,,,
ACC00050,2026-07-10T11:50:54.468063,2584.34,WALLET,MER0009,DEBIT,,,,,
ACC00050,2026-06-13T01:17:34.587665,7235.8,CARD_ECOM,MER0027,DEBIT,,,,,
ACC00050,2026-08-03T03:02:09.248505,2667.66,CARD_POS,MER0035,DEBIT,,,,,
ACC00051,2026-08-16T02:10:26.957522,8613.0,CARD_ECOM,MER0037,DEBIT,,,,,
ACC00051,2026-08-19T00:47:22.240745,5377.99,CARD_POS,MER0018,DEBIT,,,,,
ACC00051,2026-06-10T12:10:53.968640,2160.84,CARD_ECOM,MER0013,DEBIT,,,,,
ACC00052,2026-06-24T10:32:02.634600,780.39,CARD_POS,MER0022,DEBIT,,,,,
ACC00052,2026-08-03T23:14:57.878816,5477.48,WALLET,MER0022,DEBIT,,,,,
ACC00052,2026-06-22T20:56:18.322531,7434.61,UPI_ECOM,MER0038,DEBIT,,,,,
ACC00052,2026-08-07T15:22:39.591859,999.39,UPI_ECOM,MER0003,DEBIT,,,,,
ACC00052,2026-07-12T21:48:16.968851,4029.23,CARD_ECOM,MER0004,DEBIT,,,,,
ACC00052,2026-08-14T09:10:48.979111,5317.95,CARD_ECOM,MER0020,DEBIT,,,,,
ACC00052,2026-06-08T12:15:29.882217,1899.22,CARD_POS,MER0022,DEBIT,,,,,
ACC00052,2026-07-13T00:29:26.302325,5317.38,UPI_ECOM,MER0004,DEBIT,,,,,
ACC00053,2026-08-07T12:55:55.285098,7765.05,UPI_ECOM,MER0022,DEBIT,,,,,
ACC00053,2026-08-28T08:31:46.913859,6232.58,CARD_ECOM,MER0002,DEBIT,,,,,
ACC00053,2026-08-01T10:11:34.547708,1654.87,CARD_ECOM,MER0027,DEBIT,,,,,
ACC00053,2026-08-26T19:29:42.241600,8634.01,UPI_ECOM,MER0039,DEBIT,,,,,
ACC00053,2026-08-13T11:37:59.356735,2571.19,UPI_ECOM,MER0039,DEBIT,,,,,
ACC00053,2026-07-04T04:03:39.849314,3924.88,CARD_POS,MER0030,DEBIT,,,,,
ACC00053,2026-08-04T03:23:33.761682,3361.22,CARD_POS,MER0030,DEBIT,,,,,
ACC00053,2026-08-20T17:19:50.006625,5527.72,CARD_ECOM,MER0012,DEBIT,,,,,
ACC00053,2026-08-14T03:42:42.703605,7845.4,CARD_ECOM,MER0033,DEBIT,,,,,
ACC00053,2026-07-05T21:04:10.019799,6379.93,CARD_ECOM,MER0001,DEBIT,,,,,
ACC00053,2026-06-22T17:45:13.523517,554.29,CARD_ECOM,MER0032,DEBIT,,,,,
ACC00054,2026-08-17T13:47:07.804739,1086.74,WALLET,MER0015,DEBIT,,,,,
ACC00054,2026-08-24T19:57:39.701738,2810.14,UPI_ECOM,MER0005,DEBIT,,,,,
ACC00054,2026-07-24T03:00:01.429331,1647.35,UPI_ECOM,MER0002,DEBIT,,,,,
ACC00054,2026-07-01T10:05:03.149564,1224.36,CARD_ECOM,MER0032,DEBIT,,,,,
ACC00054,2026-06-26T15:39:00.981920,3698.27,CARD_POS,MER0035,DEBIT,,,,,
ACC00054,2026-08-04T09:25:38.767360,6685.71,WALLET,MER0009,DEBIT,,,,,
ACC00054,2026-06-10T15:13:04.384610,5373.03,CARD_POS,MER0019,DEBIT,,,,,
ACC00054,2026-08-24T11:46:06.071341,1049.79,UPI_ECOM,MER0001,DEBIT,,,,,
ACC00054,2026-07-26T10:49:36.531354,1538.49,WALLET,MER0038,DEBIT,,,,,
ACC00055,2026-08-31T16:38:40.449575,3658.6,CARD_POS,MER0038,DEBIT,,,,,
ACC00055,2026-07-23T17:57:32.125133,4869.74,CARD_POS,MER0036,DEBIT,,,,,
ACC00055,2026-08-18T00:54:16.166492,3150.73,WALLET,MER0004,DEBIT,,,,,
ACC00055,2026-06-15T12:42:37.419021,8602.25,CARD_POS,MER0022,DEBIT,,,,,
ACC00055,2026-06-09T11:13:02.214036,8869.09,UPI_ECOM,MER0011,DEBIT,,,,,
ACC00055,2026-06-25T10:04:32.657395,8495.12,WALLET,MER0002,DEBIT,,,,,
ACC00055,2026-08-26T19:43:33.270544,7112.0,CARD_ECOM,MER0005,DEBIT,,,,,
ACC00055,2026-06-03T19:41:41.988700,2279.95,WALLET,MER0025,DEBIT,,,,,
ACC00055,2026-07-24T09:08:33.846715,5308.09,WALLET,MER0003,DEBIT,,,,,
ACC00056,2026-08-31T10:52:26.829546,7988.31,CARD_POS,MER0004,DEBIT,,,,,
ACC00056,2026-07-30T18:37:14.658626,1219.5,CARD_ECOM,MER0020,DEBIT,,,,,
ACC00056,2026-07-15T19:09:38.041572,7169.77,UPI_ECOM,MER0001,DEBIT,,,,,
ACC00056,2026-07-14T08:36:36.618272,1343.58,CARD_POS,MER0032,DEBIT,,,,,
ACC00056,2026-06-08T09:41:56.422801,4024.04,UPI_ECOM,MER0000,DEBIT,,,,,
ACC00056,2026-07-06T11:13:59.029204,8150.95,CARD_ECOM,MER0009,DEBIT,,,,,
ACC00056,2026-08-28T09:20:59.185915,1826.91,CARD_ECOM,MER0031,DEBIT,,,,,
ACC00056,2026-07-31T10:23:23.271334,4637.37,CARD_ECOM,MER0018,DEBIT,,,,,
ACC00056,2026-07-25T14:31:44.740117,644.09,UPI_ECOM,MER0026,DEBIT,,,,,
ACC00056,2026-08-10T07:30:16.530843,1833.54,CARD_POS,MER0000,DEBIT,,,,,
ACC00057,2026-08-05T21:11:41.883005,1415.41,CARD_POS,MER0002,DEBIT,,,,,
ACC00057,2026-07-22T04:14:38.885114,3727.76,CARD_POS,MER0028,DEBIT,,,,,
ACC00057,2026-08-01T14:43:09.904736,8454.38,UPI_ECOM,MER0037,DEBIT,,,,,
ACC00057,2026-08-28T13:47:35.021357,2555.98,CARD_POS,MER0005,DEBIT,,,,,
ACC00057,2026-06-09T11:57:05.799434,7974.31,CARD_ECOM,MER0000,DEBIT,,,,,
ACC00057,2026-06-24T21:44:17.604157,304.02,CARD_POS,MER0019,DEBIT,,,,,
ACC00057,2026-06-05T21:24:26.560493,8436.8,CARD_ECOM,MER0008,DEBIT,,,,,
ACC00057,2026-07-07T20:13:33.174897,5982.7,CARD_ECOM,MER0024,DEBIT,,,,,
ACC00058,2026-06-18T15:30:48.243373,1021.07,UPI_ECOM,MER0039,DEBIT,,,,,
ACC00058,2026-07-05T21:01:19.458994,5123.87,CARD_ECOM,MER0012,DEBIT,,,,,
ACC00058,2026-06-24T17:34:56.578493,4088.86,UPI_ECOM,MER0021,DEBIT,,,,,
ACC00058,2026-07-05T10:21:56.332004,6764.96,UPI_ECOM,MER0029,DEBIT,,,,,
ACC00059,2026-07-10T14:08:09.253663,5196.88,UPI_ECOM,MER0017,DEBIT,,,,,
ACC00059,2026-08-02T15:42:03.315090,8967.49,UPI_ECOM,MER0028,DEBIT,,,,,
ACC00059,2026-06-29T13:28:38.209422,1743.76,CARD_ECOM,MER0009,DEBIT,,,,,
ACC00059,2026-07-31T21:02:08.392821,806.08,CARD_POS,MER0027,DEBIT,,,,,
ACC00059,2026-08-04T14:09:58.477126,926.41,CARD_ECOM,MER0014,DEBIT,,,,,
ACC00059,2026-08-07T17:13:08.143333,3109.72,WALLET,MER0014,DEBIT,,,,,
ACC00059,2026-08-13T16:15:46.340117,5170.45,WALLET,MER0037,DEBIT,,,,,
ACC00060,2026-08-09T03:55:10.697921,8887.9,CARD_POS,MER0030,DEBIT,,,,,
ACC00060,2026-06-21T04:22:04.401745,3916.56,CARD_POS,MER0030,DEBIT,,,,,
ACC00060,2026-08-11T10:27:28.719006,5315.46,CARD_ECOM,MER0036,DEBIT,,,,,
ACC00060,2026-08-19T18:24:42.740416,4168.3,CARD_ECOM,MER0024,DEBIT,,,,,
ACC00060,2026-07-31T16:29:10.756965,4706.23,WALLET,MER0018,DEBIT,,,,,
ACC00060,2026-08-26T08:29:40.371805,8050.93,CARD_ECOM,MER0015,DEBIT,,,,,
ACC00061,2026-07-23T18:43:48.875809,2218.45,CARD_POS,MER0016,DEBIT,,,,,
ACC00061,2026-08-05T12:58:01.269433,2519.86,CARD_ECOM,MER0038,DEBIT,,,,,
ACC00061,2026-08-10T23:39:26.294557,472.05,UPI_ECOM,MER0005,DEBIT,,,,,
ACC00061,2026-06-24T03:09:08.337430,8299.66,UPI_ECOM,MER0015,DEBIT,,,,,
ACC00061,2026-07-13T09:01:01.191321,6003.4,CARD_ECOM,MER0027,DEBIT,,,,,
ACC00061,2026-08-29T05:30:12.075170,8177.31,CARD_ECOM,MER0037,DEBIT,,,,,
ACC00061,2026-08-13T08:42:02.698418,7752.33,WALLET,MER0004,DEBIT,,,,,
ACC00062,2026-07-25T14:33:37.894934,8731.61,WALLET,MER0038,DEBIT,,,,,
ACC00062,2026-07-15T17:07:27.502436,2423.8,WALLET,MER0004,DEBIT,,,,,
ACC00062,2026-07-01T13:02:13.389373,1874.69,CARD_ECOM,MER0009,DEBIT,,,,,
ACC00062,2026-08-26T04:53:55.597429,2991.73,CARD_ECOM,MER0035,DEBIT,,,,,
ACC00062,2026-06-10T14:01:48.614271,2201.6,WALLET,MER0016,DEBIT,,,,,
ACC00062,2026-08-13T16:22:02.020821,6081.08,WALLET,MER0012,DEBIT,,,,,
ACC00062,2026-08-23T22:57:00.183518,4368.8,CARD_ECOM,MER0037,DEBIT,,,,,
ACC00062,2026-07-23T23:35:57.162619,4246.86,UPI_ECOM,MER0025,DEBIT,,,,,
ACC00062,2026-06-11T01:37:14.620985,2786.85,WALLET,MER0039,DEBIT,,,,,
ACC00062,2026-06-10T11:01:23.700938,7549.91,WALLET,MER0035,DEBIT,,,,,
ACC00063,2026-06-25T10:02:08.447578,6218.78,WALLET,MER0003,DEBIT,,,,,
ACC00063,2026-07-05T20:12:00.901172,5843.44,CARD_POS,MER0034,DEBIT,,,,,
ACC00063,2026-06-22T05:04:27.591069,8808.91,WALLET,MER0027,DEBIT,,,,,
ACC00063,2026-08-08T09:40:17.112713,3603.1,WALLET,MER0027,DEBIT,,,,,
ACC00063,2026-07-06T15:00:56.949780,2492.82,WALLET,MER0039,DEBIT,,,,,
ACC00063,2026-06-26T07:14:42.307706,5937.15,UPI_ECOM,MER0032,DEBIT,,,,,
ACC00063,2026-07-08T23:05:15.695896,5029.64,WALLET,MER0031,DEBIT,,,,,
ACC00063,2026-06-14T21:25:36.735573,4683.96,UPI_ECOM,MER0018,DEBIT,,,,,
ACC00063,2026-06-09T21:18:17.788154,4267.59,CARD_POS,MER0006,DEBIT,,,,,
ACC00063,2026-06-19T09:19:09.714978,2202.22,UPI_ECOM,MER0022,DEBIT,,,,,
ACC00063,2026-06-25T07:50:32.950504,6163.34,WALLET,MER0012,DEBIT,,,,,
ACC00063,2026-08-09T01:15:15.382864,5185.03,CARD_ECOM,MER0005,DEBIT,,,,,
ACC00064,2026-06-19T13:32:30.507191,4394.65,CARD_POS,MER0010,DEBIT,,,,,
ACC00064,2026-08-23T12:34:03.906606,2701.55,CARD_POS,MER0031,DEBIT,,,,,
ACC00064,2026-08-23T13:56:00.944820,8124.03,CARD_ECOM,MER0002,DEBIT,,,,,
ACC00064,2026-08-14T02:50:30.485965,7878.07,UPI_ECOM,MER0000,DEBIT,,,,,
ACC00064,2026-08-13T07:54:14.502190,1525.67,CARD_ECOM,MER0000,DEBIT,,,,,
ACC00064,2026-07-26T15:53:03.231326,8719.61,CARD_POS,MER0032,DEBIT,,,,,
ACC00065,2026-07-30T05:12:22.610269,7381.21,WALLET,MER0019,DEBIT,,,,,
ACC00065,2026-08-29T08:17:02.468097,5320.83,CARD_ECOM,MER0012,DEBIT,,,,,
ACC00065,2026-07-27T20:33:02.199402,2871.42,UPI_ECOM,MER0014,DEBIT,,,,,
ACC00065,2026-08-21T01:15:57.928510,1676.52,WALLET,MER0017,DEBIT,,,,,
ACC00065,2026-06-11T18:23:24.817455,7258.85,UPI_ECOM,MER0004,DEBIT,,,,,
ACC00065,2026-08-22T20:08:52.394643,7256.49,WALLET,MER0010,DEBIT,,,,,
ACC00065,2026-06-23T10:08:29.736505,3714.03,CARD_ECOM,MER0030,DEBIT,,,,,
ACC00065,2026-08-22T02:28:28.228735,5598.93,CARD_POS,MER0031,DEBIT,,,,,
ACC00065,2026-06-25T04:36:20.989858,8367.05,CARD_POS,MER0038,DEBIT,,,,,
ACC00065,2026-06-07T20:39:56.367286,4757.3,CARD_ECOM,MER0021,DEBIT,,,,,
ACC00066,2026-06-28T08:05:16.210554,4574.71,CARD_POS,MER0003,DEBIT,,,,,
ACC00066,2026-07-27T13:38:19.038347,467.63,UPI_ECOM,MER0024,DEBIT,,,,,
ACC00066,2026-07-17T15:17:35.355016,5270.82,UPI_ECOM,MER0039,DEBIT,,,,,
ACC00066,2026-06-08T01:28:01.161303,3107.87,CARD_ECOM,MER0029,DEBIT,,,,,
ACC00067,2026-08-12T08:46:50.075320,6494.71,UPI_ECOM,MER0006,DEBIT,,,,,
ACC00067,2026-06-03T22:57:15.868413,1010.21,CARD_POS,MER0014,DEBIT,,,,,
ACC00067,2026-08-16T03:56:26.634298,2401.28,CARD_POS,MER0007,DEBIT,,,,,
ACC00067,2026-07-17T12:53:33.853016,391.96,UPI_ECOM,MER0031,DEBIT,,,,,
ACC00067,2026-07-09T08:15:56.667105,5569.97,CARD_POS,MER0003,DEBIT,,,,,
ACC00067,2026-07-16T06:39:48.985618,2420.62,UPI_ECOM,MER0010,DEBIT,,,,,
ACC00067,2026-07-26T17:50:38.648366,8189.42,WALLET,MER0022,DEBIT,,,,,
ACC00067,2026-07-29T05:20:56.681610,3587.29,WALLET,MER0015,DEBIT,,,,,
ACC00067,2026-07-25T23:26:05.207454,6535.29,UPI_ECOM,MER0035,DEBIT,,,,,
ACC00067,2026-06-14T05:26:30.057958,664.07,UPI_ECOM,MER0037,DEBIT,,,,,
ACC00067,2026-06-27T17:54:41.339968,3995.71,CARD_POS,MER0015,DEBIT,,,,,
ACC00068,2026-07-24T20:28:21.978214,2126.44,CARD_POS,MER0024,DEBIT,,,,,
ACC00068,2026-07-13T04:42:14.345953,1592.34,CARD_POS,MER0003,DEBIT,,,,,
ACC00068,2026-08-30T21:25:40.919394,8433.09,WALLET,MER0009,DEBIT,,,,,
ACC00068,2026-07-20T19:52:59.136351,4856.78,CARD_ECOM,MER0014,DEBIT,,,,,
ACC00068,2026-08-21T10:13:02.374902,1892.68,UPI_ECOM,MER0034,DEBIT,,,,,
ACC00069,2026-06-11T21:56:37.726844,8298.37,CARD_ECOM,MER0002,DEBIT,,,,,
ACC00069,2026-06-23T02:29:52.457436,5698.7,CARD_POS,MER0038,DEBIT,,,,,
ACC00069,2026-08-08T02:52:53.085285,6170.64,UPI_ECOM,MER0021,DEBIT,,,,,
ACC00069,2026-08-17T07:37:37.119483,8700.89,CARD_ECOM,MER0009,DEBIT,,,,,
ACC00069,2026-07-16T00:20:50.133605,6724.26,CARD_ECOM,MER0037,DEBIT,,,,,
ACC00069,2026-07-02T04:03:37.902688,3632.91,WALLET,MER0029,DEBIT,,,,,
ACC00069,2026-07-03T04:48:37.416621,8852.16,WALLET,MER0020,DEBIT,,,,,
ACC00069,2026-06-15T08:41:38.859651,6427.49,WALLET,MER0019,DEBIT,,,,,
ACC00069,2026-07-25T07:38:36.815087,8845.09,CARD_POS,MER0029,DEBIT,,,,,
ACC00070,2026-08-16T16:31:24.358901,7819.24,CARD_POS,MER0011,DEBIT,,,,,
ACC00070,2026-07-24T12:30:51.829684,3142.47,UPI_ECOM,MER0020,DEBIT,,,,,
ACC00070,2026-06-20T19:22:40.676700,726.54,CARD_POS,MER0022,DEBIT,,,,,
ACC00070,2026-08-08T14:24:51.736940,7382.99,CARD_ECOM,MER0020,DEBIT,,,,,
ACC00070,2026-08-30T16:44:06.818897,6927.11,WALLET,MER0029,DEBIT,,,,,
ACC00070,2026-08-11T02:36:56.095234,5330.71,CARD_ECOM,MER0036,DEBIT,,,,,
ACC00070,2026-08-23T07:50:42.706031,5509.01,UPI_ECOM,MER0032,DEBIT,,,,,
ACC00070,2026-06-12T08:30:02.735803,6133.1,CARD_POS,MER0034,DEBIT,,,,,
ACC00070,2026-07-01T14:52:10.299251,8432.72,CARD_ECOM,MER0022,DEBIT,,,,,
ACC00070,2026-08-19T18:03:28.040952,1403.47,CARD_POS,MER0013,DEBIT,,,,,
ACC00070,2026-08-31T08:49:05.138791,3467.1,CARD_ECOM,MER0027,DEBIT,,,,,
ACC00071,2026-06-10T19:43:49.370140,7564.23,CARD_POS,MER0008,DEBIT,,,,,
ACC00071,2026-06-12T18:38:28.159178,3396.06,CARD_POS,MER0022,DEBIT,,,,,
ACC00071,2026-08-07T04:23:42.610488,8749.52,CARD_POS,MER0012,DEBIT,,,,,
ACC00071,2026-07-10T12:28:38.497321,8181.32,WALLET,MER0007,DEBIT,,,,,
ACC00071,2026-08-18T04:53:30.339556,4246.57,CARD_ECOM,MER0009,DEBIT,,,,,
ACC00071,2026-08-02T18:30:20.917211,1181.21,CARD_ECOM,MER0027,DEBIT,,,,,
ACC00072,2026-08-02T20:16:16.360679,5657.52,WALLET,MER0038,DEBIT,,,,,
ACC00072,2026-08-27T22:11:41.046306,672.7,CARD_ECOM,MER0005,DEBIT,,,,,
ACC00072,2026-06-03T12:06:05.074737,2708.93,WALLET,MER0029,DEBIT,,,,,
ACC00072,2026-06-10T22:38:11.130413,1213.0,UPI_ECOM,MER0022,DEBIT,,,,,
ACC00072,2026-08-07T21:45:38.937413,5453.38,CARD_POS,MER0025,DEBIT,,,,,
ACC00073,2026-07-29T10:20:00.894562,4528.29,WALLET,MER0038,DEBIT,,,,,
ACC00073,2026-08-26T22:32:12.182966,8826.0,UPI_ECOM,MER0033,DEBIT,,,,,
ACC00073,2026-07-17T16:34:16.494612,757.03,UPI_ECOM,MER0007,DEBIT,,,,,
ACC00073,2026-08-30T01:07:23.784186,5637.04,CARD_POS,MER0010,DEBIT,,,,,
ACC00073,2026-08-16T00:10:40.930516,2845.28,WALLET,MER0003,DEBIT,,,,,
ACC00073,2026-08-17T16:35:22.979874,8536.95,CARD_ECOM,MER0000,DEBIT,,,,,
ACC00073,2026-07-21T10:58:23.814770,5718.66,UPI_ECOM,MER0028,DEBIT,,,,,
ACC00073,2026-06-30T14:22:41.785121,4384.39,CARD_POS,MER0025,DEBIT,,,,,
ACC00073,2026-07-12T09:29:09.019376,8762.27,CARD_POS,MER0029,DEBIT,,,,,
ACC00073,2026-08-05T15:08:46.790802,8342.89,CARD_ECOM,MER0028,DEBIT,,,,,
ACC00074,2026-07-04T19:58:35.440076,369.17,CARD_POS,MER0024,DEBIT,,,,,
ACC00074,2026-07-16T13:26:22.929998,2342.75,UPI_ECOM,MER0037,DEBIT,,,,,
ACC00074,2026-07-03T09:31:57.753001,8953.7,WALLET,MER0031,DEBIT,,,,,
ACC00074,2026-07-11T09:43:43.396788,4830.15,CARD_ECOM,MER0002,DEBIT,,,,,
ACC00074,2026-06-19T02:58:12.701695,4287.1,UPI_ECOM,MER0028,DEBIT,,,,,
ACC00074,2026-08-02T14:04:48.594318,5343.13,UPI_ECOM,MER0028,DEBIT,,,,,
ACC00075,2026-08-17T19:14:38.019183,4510.73,CARD_ECOM,MER0002,DEBIT,,,,,
ACC00075,2026-06-06T09:15:51.436467,5298.64,WALLET,MER0018,DEBIT,,,,,
ACC00075,2026-08-09T14:21:58.172844,6634.3,UPI_ECOM,MER0037,DEBIT,,,,,
ACC00075,2026-06-11T20:29:45.100286,7494.37,UPI_ECOM,MER0016,DEBIT,,,,,
ACC00075,2026-07-08T05:27:09.457554,966.55,CARD_POS,MER0038,DEBIT,,,,,
ACC00075,2026-08-13T23:46:40.969294,1203.66,CARD_ECOM,MER0009,DEBIT,,,,,
ACC00075,2026-07-05T10:00:45.032301,3879.1,WALLET,MER0029,DEBIT,,,,,
ACC00076,2026-07-08T09:01:07.631278,5719.24,UPI_ECOM,MER0018,DEBIT,,,,,
ACC00076,2026-07-01T06:24:29.456189,3392.94,WALLET,MER0035,DEBIT,,,,,
ACC00076,2026-06-08T23:23:33.498551,3956.04,WALLET,MER0018,DEBIT,,,,,
ACC00076,2026-08-30T12:26:01.191167,6999.1,CARD_POS,MER0009,DEBIT,,,,,
ACC00076,2026-07-05T11:14:51.018074,1173.09,CARD_ECOM,MER0003,DEBIT,,,,,
ACC00076,2026-07-17T13:54:06.952434,1884.21,CARD_POS,MER0000,DEBIT,,,,,
ACC00076,2026-07-15T22:36:42.806770,7841.43,WALLET,MER0023,DEBIT,,,,,
ACC00076,2026-08-18T19:16:19.305189,7849.69,WALLET,MER0018,DEBIT,,,,,
ACC00077,2026-06-24T16:08:06.035410,7824.49,WALLET,MER0031,DEBIT,,,,,
ACC00077,2026-06-12T13:09:46.846376,5384.17,WALLET,MER0009,DEBIT,,,,,
ACC00077,2026-07-22T11:54:06.598399,6965.17,WALLET,MER0023,DEBIT,,,,,
ACC00077,2026-08-09T11:21:48.402970,3637.11,WALLET,MER0020,DEBIT,,,,,
ACC00077,2026-07-09T19:08:39.684776,5652.13,CARD_POS,MER0020,DEBIT,,,,,
ACC00077,2026-06-27T10:29:37.198528,3080.3,CARD_ECOM,MER0031,DEBIT,,,,,
ACC00077,2026-07-02T01:21:14.264802,1317.07,CARD_ECOM,MER0015,DEBIT,,,,,
ACC00077,2026-08-11T08:24:39.005226,969.42,CARD_POS,MER0038,DEBIT,,,,,
ACC00077,2026-06-16T14:53:23.771171,7843.54,UPI_ECOM,MER0032,DEBIT,,,,,
ACC00077,2026-07-30T06:54:55.322529,1008.52,WALLET,MER0029,DEBIT,,,,,
ACC00077,2026-07-22T02:22:54.184458,1940.63,CARD_ECOM,MER0033,DEBIT,,,,,
