tx_id,is_fraud_risk,label,correct_action,fraud_posture,split
TX000530,0,legitimate,NONE,n/a,holdout
TX000531,0,legitimate,NONE,n/a,holdout
TX000532,0,legitimate,NONE,n/a,holdout
TX000533,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000534,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000535,0,legitimate,NONE,n/a,train
TX000536,0,legitimate,NONE,n/a,train
TX000537,0,legitimate,NONE,n/a,train
TX000538,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000539,0,legitimate,NONE,n/a,train
TX000540,0,legitimate,NONE,n/a,holdout
TX000541,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,holdout
TX000542,0,legitimate,NONE,n/a,holdout
TX000543,0,legitimate,NONE,n/a,train
TX000544,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000545,0,legitimate,NONE,n/a,train
TX000546,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000547,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000548,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000549,0,legitimate,NONE,n/a,train
TX000550,0,legitimate,NONE,n/a,holdout
TX000551,0,legitimate,NONE,n/a,holdout
TX000552,0,legitimate,NONE,n/a,holdout
TX000553,0,legitimate,NONE,n/a,train
TX000554,0,legitimate,NONE,n/a,train
TX000555,0,legitimate,NONE,n/a,train
TX000556,0,legitimate,NONE,n/a,train
TX000557,0,legitimate,NONE,n/a,train
TX000558,0,legitimate,NONE,n/a,train
TX000559,0,legitimate,NONE,n/a,train
TX000560,1,true_fraud,CONCEDE,subtle_blend,holdout
TX000561,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,holdout
TX000562,0,legitimate,NONE,n/a,holdout
TX000563,0,legitimate,NONE,n/a,train
TX000564,0,legitimate,NONE,n/a,train
TX000565,0,legitimate,NONE,n/a,train
TX000566,0,legitimate,NONE,n/a,train
TX000567,0,legitimate,NONE,n/a,train
TX000568,0,legitimate,NONE,n/a,train
TX000569,0,legitimate,NONE,n/a,train
TX000570,0,legitimate,NONE,n/a,holdout
TX000571,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,holdout
TX000572,0,legitimate,NONE,n/a,holdout
TX000573,0,legitimate,NONE,n/a,train
TX000574,0,legitimate,NONE,n/a,train
TX000575,0,legitimate,NONE,n/a,train
TX000576,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000577,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000578,0,legitimate,NONE,n/a,train
TX000579,0,legitimate,NONE,n/a,train
TX000580,0,legitimate,NONE,n/a,holdout
TX000581,0,legitimate,NONE,n/a,holdout
TX000582,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,holdout
TX000583,0,legitimate,NONE,n/a,train
TX000584,0,legitimate,NONE,n/a,train
TX000585,0,legitimate,NONE,n/a,train
TX000586,0,legitimate,NONE,n/a,train
TX000587,0,legitimate,NONE,n/a,train
TX000588,0,legitimate,NONE,n/a,train
TX000589,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000590,1,true_fraud,CONCEDE,obvious,holdout
TX000591,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,holdout
TX000592,0,legitimate,NONE,n/a,holdout
TX000593,0,legitimate,NONE,n/a,train
TX000594,0,legitimate,NONE,n/a,train
TX000595,0,legitimate,NONE,n/a,train
TX000596,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000597,0,legitimate,NONE,n/a,train
TX000598,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000599,0,legitimate,NONE,n/a,train
TX000600,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,holdout
TX000601,0,legitimate,NONE,n/a,holdout
TX000602,0,legitimate,NONE,n/a,holdout
TX000603,0,legitimate,NONE,n/a,train
TX000604,0,legitimate,NONE,n/a,train
TX000605,0,legitimate,NONE,n/a,train
TX000606,0,legitimate,NONE,n/a,train
TX000607,0,legitimate,NONE,n/a,train
TX000608,0,legitimate,NONE,n/a,train
TX000609,0,legitimate,NONE,n/a,train
TX000610,0,legitimate,NONE,n/a,holdout
TX000611,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,holdout
TX000612,0,legitimate,NONE,n/a,holdout
TX000613,0,legitimate,NONE,n/a,train
TX000614,0,legitimate,NONE,n/a,train
TX000615,0,legitimate,NONE,n/a,train
TX000616,0,legitimate,NONE,n/a,train
TX000617,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000618,0,legitimate,NONE,n/a,train
TX000619,0,legitimate,NONE,n/a,train
TX000620,0,legitimate,NONE,n/a,holdout
TX000621,0,legitimate,NONE,n/a,holdout
TX000622,1,true_fraud,CONCEDE,obvious,holdout
TX000623,0,legitimate,NONE,n/a,train
TX000624,0,legitimate,NONE,n/a,train
TX000625,0,legitimate,NONE,n/a,train
TX000626,0,legitimate,NONE,n/a,train
TX000627,0,legitimate,NONE,n/a,train
TX000628,0,legitimate,NONE,n/a,train
TX000629,0,legitimate,NONE,n/a,train
TX000630,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,holdout
TX000631,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,holdout
TX000632,0,legitimate,NONE,n/a,holdout
TX000633,0,legitimate,NONE,n/a,train
TX000634,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000635,0,legitimate,NONE,n/a,train
TX000636,1,true_fraud,CONCEDE,obvious,train
TX000637,0,legitimate,NONE,n/a,train
TX000638,0,legitimate,NONE,n/a,train
TX000639,0,legitimate,NONE,n/a,train
TX000640,0,legitimate,NONE,n/a,holdout
TX000641,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,holdout
TX000642,0,legitimate,NONE,n/a,holdout
TX000643,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000644,0,legitimate,NONE,n/a,train
TX000645,0,legitimate,NONE,n/a,train
TX000646,0,legitimate,NONE,n/a,train
TX000647,0,legitimate,NONE,n/a,train
TX000648,0,legitimate,NONE,n/a,train
TX000649,0,legitimate,NONE,n/a,train
TX000650,0,legitimate,NONE,n/a,holdout
TX000651,0,legitimate,NONE,n/a,holdout
TX000652,0,legitimate,NONE,n/a,holdout
TX000653,0,legitimate,NONE,n/a,train
TX000654,0,legitimate,NONE,n/a,train
TX000655,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000656,0,legitimate,NONE,n/a,train
TX000657,0,legitimate,NONE,n/a,train
TX000658,0,legitimate,NONE,n/a,train
TX000659,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000660,0,legitimate,NONE,n/a,holdout
TX000661,0,legitimate,NONE,n/a,holdout
TX000662,0,legitimate,NONE,n/a,holdout
TX000663,0,legitimate,NONE,n/a,train
TX000664,0,legitimate,NONE,n/a,train
TX000665,0,legitimate,NONE,n/a,train
TX000666,0,legitimate,NONE,n/a,train
TX000667,0,legitimate,NONE,n/a,train
TX000668,0,legitimate,NONE,n/a,train
TX000669,0,legitimate,NONE,n/a,train
TX000670,0,legitimate,NONE,n/a,holdout
TX000671,0,legitimate,NONE,n/a,holdout
TX000672,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,holdout
TX000673,0,legitimate,NONE,n/a,train
TX000674,0,legitimate,NONE,n/a,train
TX000675,0,legitimate,NONE,n/a,train
TX000676,0,legitimate,NONE,n/a,train
TX000677,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000678,0,legitimate,NONE,n/a,train
TX000679,0,legitimate,NONE,n/a,train
TX000680,0,legitimate,NONE,n/a,holdout
TX000681,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,holdout
TX000682,0,legitimate,NONE,n/a,holdout
TX000683,1,true_fraud,CONCEDE,obvious,train
TX000684,1,true_fraud,CONCEDE,obvious,train
TX000685,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000686,0,legitimate,NONE,n/a,train
TX000687,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000688,0,legitimate,NONE,n/a,train
TX000689,0,legitimate,NONE,n/a,train
TX000690,0,legitimate,NONE,n/a,holdout
TX000691,0,legitimate,NONE,n/a,holdout
TX000692,0,legitimate,NONE,n/a,holdout
TX000693,0,legitimate,NONE,n/a,train
TX000694,0,legitimate,NONE,n/a,train
TX000695,0,legitimate,NONE,n/a,train
TX000696,0,legitimate,NONE,n/a,train
TX000697,0,legitimate,NONE,n/a,train
TX000698,0,legitimate,NONE,n/a,train
TX000699,0,legitimate,NONE,n/a,train
TX000700,0,legitimate,NONE,n/a,holdout
TX000701,0,legitimate,NONE,n/a,holdout
TX000702,0,legitimate,NONE,n/a,holdout
TX000703,1,true_fraud,CONCEDE,obvious,train
TX000704,0,legitimate,NONE,n/a,train
TX000705,0,legitimate,NONE,n/a,train
TX000706,0,legitimate,NONE,n/a,train
TX000707,0,legitimate,NONE,n/a,train
TX000708,0,legitimate,NONE,n/a,train
TX000709,0,legitimate,NONE,n/a,train
TX000710,0,legitimate,NONE,n/a,holdout
TX000711,0,legitimate,NONE,n/a,holdout
TX000712,0,legitimate,NONE,n/a,holdout
TX000713,0,legitimate,NONE,n/a,train
TX000714,0,legitimate,NONE,n/a,train
TX000715,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000716,0,legitimate,NONE,n/a,train
TX000717,0,legitimate,NONE,n/a,train
TX000718,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000719,0,legitimate,NONE,n/a,train
TX000720,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,holdout
TX000721,0,legitimate,NONE,n/a,holdout
TX000722,0,legitimate,NONE,n/a,holdout
TX000723,0,legitimate,NONE,n/a,train
TX000724,0,legitimate,NONE,n/a,train
TX000725,0,legitimate,NONE,n/a,train
TX000726,0,legitimate,NONE,n/a,train
TX000727,0,legitimate,NONE,n/a,train
TX000728,0,legitimate,NONE,n/a,train
TX000729,1,true_fraud,CONCEDE,obvious,train
TX000730,0,legitimate,NONE,n/a,holdout
TX000731,0,legitimate,NONE,n/a,holdout
TX000732,0,legitimate,NONE,n/a,holdout
TX000733,0,legitimate,NONE,n/a,train
TX000734,1,true_fraud,CONCEDE,subtle_drain,train
TX000735,0,legitimate,NONE,n/a,train
TX000736,0,legitimate,NONE,n/a,train
TX000737,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000738,0,legitimate,NONE,n/a,train
TX000739,0,legitimate,NONE,n/a,train
TX000740,0,legitimate,NONE,n/a,holdout
TX000741,0,legitimate,NONE,n/a,holdout
TX000742,0,legitimate,NONE,n/a,holdout
TX000743,0,legitimate,NONE,n/a,train
TX000744,0,legitimate,NONE,n/a,train
TX000745,0,legitimate,NONE,n/a,train
TX000746,0,legitimate,NONE,n/a,train
TX000747,0,legitimate,NONE,n/a,train
TX000748,0,legitimate,NONE,n/a,train
TX000749,0,legitimate,NONE,n/a,train
TX000750,0,legitimate,NONE,n/a,holdout
TX000751,0,legitimate,NONE,n/a,holdout
TX000752,1,true_fraud,CONCEDE,obvious,holdout
TX000753,1,true_fraud,CONCEDE,subtle_drain,train
TX000754,0,legitimate,NONE,n/a,train
TX000755,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000756,0,legitimate,NONE,n/a,train
TX000757,0,legitimate,NONE,n/a,train
TX000758,0,legitimate,NONE,n/a,train
TX000759,1,true_fraud,CONCEDE,subtle_blend,train
TX000760,0,legitimate,NONE,n/a,holdout
TX000761,1,true_fraud,CONCEDE,obvious,holdout
TX000762,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,holdout
TX000763,0,legitimate,NONE,n/a,train
TX000764,0,legitimate,NONE,n/a,train
TX000765,0,legitimate,NONE,n/a,train
TX000766,0,legitimate,NONE,n/a,train
TX000767,0,legitimate,NONE,n/a,train
TX000768,1,true_fraud,CONCEDE,obvious,train
TX000769,0,legitimate,NONE,n/a,train
TX000770,0,legitimate,NONE,n/a,holdout
TX000771,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,holdout
TX000772,0,legitimate,NONE,n/a,holdout
TX000773,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000774,0,legitimate,NONE,n/a,train
TX000775,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000776,0,legitimate,NONE,n/a,train
TX000777,0,legitimate,NONE,n/a,train
TX000778,0,legitimate,NONE,n/a,train
TX000779,0,legitimate,NONE,n/a,train
TX000780,0,legitimate,NONE,n/a,holdout
TX000781,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,holdout
TX000782,0,legitimate,NONE,n/a,holdout
TX000783,0,legitimate,NONE,n/a,train
TX000784,0,legitimate,NONE,n/a,train
TX000785,1,true_fraud,CONCEDE,obvious,train
TX000786,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000787,1,true_fraud,CONCEDE,obvious,train
TX000788,0,legitimate,NONE,n/a,train
TX000789,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000790,0,legitimate,NONE,n/a,holdout
TX000791,0,legitimate,NONE,n/a,holdout
TX000792,0,legitimate,NONE,n/a,holdout
TX000793,0,legitimate,NONE,n/a,train
TX000794,0,legitimate,NONE,n/a,train
TX000795,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000796,0,legitimate,NONE,n/a,train
TX000797,0,legitimate,NONE,n/a,train
TX000798,0,legitimate,NONE,n/a,train
TX000799,0,legitimate,NONE,n/a,train
TX000800,0,legitimate,NONE,n/a,holdout
TX000801,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,holdout
TX000802,0,legitimate,NONE,n/a,holdout
TX000803,0,legitimate,NONE,n/a,train
TX000804,0,legitimate,NONE,n/a,train
TX000805,0,legitimate,NONE,n/a,train
TX000806,0,legitimate,NONE,n/a,train
TX000807,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000808,1,true_fraud,CONCEDE,obvious,train
TX000809,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000810,0,legitimate,NONE,n/a,holdout
TX000811,0,legitimate,NONE,n/a,holdout
TX000812,0,legitimate,NONE,n/a,holdout
TX000813,0,legitimate,NONE,n/a,train
TX000814,0,legitimate,NONE,n/a,train
TX000815,0,legitimate,NONE,n/a,train
TX000816,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000817,0,legitimate,NONE,n/a,train
TX000818,0,legitimate,NONE,n/a,train
TX000819,0,legitimate,NONE,n/a,train
TX000820,0,legitimate,NONE,n/a,holdout
TX000821,0,legitimate,NONE,n/a,holdout
TX000822,0,legitimate,NONE,n/a,holdout
TX000823,1,true_fraud,CONCEDE,obvious,train
TX000824,0,legitimate,NONE,n/a,train
TX000825,0,legitimate,NONE,n/a,train
TX000826,0,legitimate,NONE,n/a,train
TX000827,0,legitimate,NONE,n/a,train
TX000828,0,legitimate,NONE,n/a,train
TX000829,0,legitimate,NONE,n/a,train
TX000830,0,legitimate,NONE,n/a,holdout
TX000831,0,legitimate,NONE,n/a,holdout
TX000832,0,legitimate,NONE,n/a,holdout
TX000833,1,true_fraud,CONCEDE,obvious,train
TX000834,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000835,0,legitimate,NONE,n/a,train
TX000836,0,legitimate,NONE,n/a,train
TX000837,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000838,0,legitimate,NONE,n/a,train
TX000839,0,legitimate,NONE,n/a,train
TX000840,0,legitimate,NONE,n/a,holdout
TX000841,0,legitimate,NONE,n/a,holdout
TX000842,0,legitimate,NONE,n/a,holdout
TX000843,0,legitimate,NONE,n/a,train
TX000844,0,legitimate,NONE,n/a,train
TX000845,0,legitimate,NONE,n/a,train
TX000846,0,legitimate,NONE,n/a,train
TX000847,0,legitimate,NONE,n/a,train
TX000848,0,legitimate,NONE,n/a,train
TX000849,0,legitimate,NONE,n/a,train
TX000850,0,legitimate,NONE,n/a,holdout
TX000851,0,legitimate,NONE,n/a,holdout
TX000852,0,legitimate,NONE,n/a,holdout
TX000853,0,legitimate,NONE,n/a,train
TX000854,0,legitimate,NONE,n/a,train
TX000855,1,true_fraud,CONCEDE,subtle_drain,train
TX000856,0,legitimate,NONE,n/a,train
TX000857,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000858,0,legitimate,NONE,n/a,train
TX000859,0,legitimate,NONE,n/a,train
TX000860,0,legitimate,NONE,n/a,holdout
TX000861,1,true_fraud,CONCEDE,obvious,holdout
TX000862,0,legitimate,NONE,n/a,holdout
TX000863,0,legitimate,NONE,n/a,train
TX000864,0,legitimate,NONE,n/a,train
TX000865,0,legitimate,NONE,n/a,train
TX000866,0,legitimate,NONE,n/a,train
TX000867,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000868,0,legitimate,NONE,n/a,train
TX000869,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000870,1,true_fraud,CONCEDE,obvious,holdout
TX000871,0,legitimate,NONE,n/a,holdout
TX000872,0,legitimate,NONE,n/a,holdout
TX000873,0,legitimate,NONE,n/a,train
TX000874,0,legitimate,NONE,n/a,train
TX000875,0,legitimate,NONE,n/a,train
TX000876,0,legitimate,NONE,n/a,train
TX000877,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000878,0,legitimate,NONE,n/a,train
TX000879,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000880,0,legitimate,NONE,n/a,holdout
TX000881,0,legitimate,NONE,n/a,holdout
TX000882,0,legitimate,NONE,n/a,holdout
TX000883,0,legitimate,NONE,n/a,train
TX000884,0,legitimate,NONE,n/a,train
TX000885,0,legitimate,NONE,n/a,train
TX000886,0,legitimate,NONE,n/a,train
TX000887,0,legitimate,NONE,n/a,train
TX000888,0,legitimate,NONE,n/a,train
TX000889,0,legitimate,NONE,n/a,train
TX000890,0,legitimate,NONE,n/a,holdout
TX000891,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,holdout
TX000892,0,legitimate,NONE,n/a,holdout
TX000893,0,legitimate,NONE,n/a,train
TX000894,0,legitimate,NONE,n/a,train
TX000895,0,legitimate,NONE,n/a,train
TX000896,0,legitimate,NONE,n/a,train
TX000897,0,legitimate,NONE,n/a,train
TX000898,0,legitimate,NONE,n/a,train
TX000899,0,legitimate,NONE,n/a,train
TX000900,0,legitimate,NONE,n/a,holdout
TX000901,1,true_fraud,CONCEDE,obvious,holdout
TX000902,1,true_fraud,CONCEDE,obvious,train
TX000903,1,true_fraud,CONCEDE,obvious,train
TX000904,1,true_fraud,CONCEDE,obvious,holdout
TX000905,1,true_fraud,CONCEDE,obvious,train
TX000906,1,true_fraud,CONCEDE,obvious,train
TX000907,1,true_fraud,CONCEDE,obvious,holdout
TX000908,1,true_fraud,CONCEDE,obvious,train
TX000909,1,true_fraud,CONCEDE,obvious,train
